aX,aY,aZ,gX,gY,gZ
-0.061,0.830,0.151,-144.958,-7.019,10.803
-0.053,0.864,0.116,-110.657,16.541,23.804
-0.041,0.843,-0.088,-79.468,22.278,28.320
-0.090,0.838,-0.118,-43.396,14.587,28.198
-0.164,0.877,-0.122,-62.561,-14.893,24.963
-0.186,1.049,-0.174,-84.473,-23.865,9.460
-0.197,0.962,-0.060,-87.708,-27.222,-21.240
-0.129,0.780,-0.007,-88.440,-15.198,-30.212
-0.078,0.840,-0.043,-113.098,16.663,28.442
-0.050,0.968,-0.048,-122.742,20.264,37.781
-0.087,0.916,-0.151,-99.304,34.668,37.537
-0.169,0.926,-0.311,-28.992,67.017,49.194
-0.243,1.016,-0.433,-33.752,63.049,49.316
-0.275,1.067,-0.493,-50.720,48.340,39.063
-0.235,0.980,-0.448,-63.232,28.931,23.621
-0.209,0.933,-0.388,-68.237,-4.517,-0.244
-0.204,1.047,-0.333,-81.604,-12.817,-11.536
-0.187,1.083,-0.352,-90.454,-13.916,-26.062
-0.168,1.077,-0.363,-60.852,-4.639,-59.631
-0.159,1.042,-0.377,-41.382,0.183,-75.500
-0.159,0.835,-0.440,-29.480,1.404,-85.999
-0.148,0.754,-0.444,-26.306,-0.366,-84.351
-0.157,0.657,-0.380,10.437,1.709,-51.453
-0.109,0.729,-0.269,29.114,12.512,-25.391
-0.114,0.944,-0.346,18.188,24.475,-4.761
-0.120,1.069,-0.454,-14.282,30.273,-11.658
-0.097,1.083,-0.513,-24.780,20.447,-23.987
-0.074,0.958,-0.460,-27.832,7.690,-31.372
-0.068,0.916,-0.403,-22.156,-2.136,-32.349
-0.075,0.882,-0.353,-22.705,-6.714,-27.588
-0.073,0.838,-0.322,-30.579,-4.395,-24.475
-0.049,0.861,-0.298,-27.893,-1.160,-19.897
-0.052,0.890,-0.290,2.197,10.986,-13.916
-0.076,0.891,-0.326,6.470,16.541,-13.611
-0.078,0.823,-0.380,1.343,15.686,-11.719
-0.094,0.754,-0.254,-14.343,8.789,-6.714
-0.087,0.717,-0.140,-57.800,15.869,13.428
-0.079,0.790,-0.344,-41.504,30.701,21.545
-0.105,0.725,-0.385,-27.466,38.757,27.466
-0.106,0.691,-0.365,-43.030,42.542,54.626
-0.096,0.738,-0.335,-44.678,43.091,67.932
-0.095,0.873,-0.285,-31.189,44.067,73.669
-0.110,0.884,-0.242,-13.062,47.546,73.853
-0.176,0.841,-0.236,4.150,66.589,71.655
